
0 90 46 100 88 92 79 69 60 48 39 27 47 6 100 0 0 0 1 0 0
13 67 40 100 65 78 37 42 0 11 6 4 60 0 100 19 0 0 1 0 0
23 70 51 100 74 82 51 46 20 15 0 4 50 0 100 2 0 0 1 0 0
27 82 65 100 100 89 69 62 33 39 0 15 37 1 88 0 0 0 1 0 0
0 67 25 100 49 73 36 33 6 0 1 6 53 3 100 11 0 0 1 0 0
9 88 22 100 26 65 16 31 0 5 33 1 66 0 100 3 0 0 1 0 0
19 76 53 100 92 81 73 40 33 13 0 0 49 5 100 6 0 0 1 0 0
0 83 28 96 63 100 72 78 58 54 50 29 65 8 100 0 0 0 1 0 0
39 60 64 100 96 84 69 41 25 12 0 15 50 0 100 4 0 0 1 0 0
3 74 33 100 52 71 33 34 3 2 0 4 51 0 100 1 0 0 1 0 0
0 79 27 93 60 100 77 80 72 54 64 28 66 4 100 0 0 0 1 0 0
24 72 50 100 61 64 33 33 0 12 29 19 64 0 100 10 0 0 1 0 0
18 74 49 100 53 67 31 31 0 0 13 11 59 2 100 8 0 0 1 0 0
0 77 34 100 82 97 72 64 39 36 4 10 48 1 100 0 0 0 1 0 0
10 61 35 100 69 88 41 46 0 13 10 28 53 0 100 23 0 0 1 0 0
0 83 20 100 67 96 73 74 64 51 51 30 56 9 100 0 0 0 1 0 0
9 74 38 100 53 78 30 43 0 17 27 8 63 6 100 0 0 0 1 0 0
13 78 49 100 65 76 38 48 4 23 0 9 54 14 100 0 0 0 1 0 0
28 77 40 100 49 67 29 32 0 18 32 14 66 0 100 18 0 0 1 0 0
29 97 59 100 46 72 14 58 0 43 32 27 64 9 100 0 0 0 1 0 0
19 78 40 100 54 75 31 45 0 19 26 9 62 0 100 13 0 0 1 0 0
0 74 19 98 60 100 46 66 22 34 15 0 59 0 100 11 0 0 1 0 0
41 93 88 100 86 75 47 53 0 38 5 25 50 10 100 0 0 0 1 0 0
28 69 43 100 77 86 60 45 29 9 0 1 52 0 100 6 0 0 1 0 0
16 86 44 100 35 59 12 25 0 4 33 3 66 1 100 0 0 0 1 0 0
10 68 35 100 59 72 37 30 0 3 15 14 58 2 100 0 0 0 1 0 0
53 85 60 100 57 67 32 39 0 15 29 5 69 0 100 24 0 0 1 0 0
0 91 27 100 31 62 16 26 10 0 40 3 70 7 100 8 0 0 1 0 0
11 64 23 100 52 84 34 45 5 10 0 0 50 3 100 5 0 0 1 0 0
0 75 15 100 47 99 42 69 31 39 30 9 63 0 100 1 0 0 1 0 0
9 74 32 100 63 84 48 48 12 19 0 13 49 4 100 0 0 0 1 0 0
2 76 35 100 76 86 57 52 18 26 0 14 51 11 100 0 0 0 1 0 0
25 70 40 100 68 81 47 46 18 14 0 0 53 3 100 12 0 0 1 0 0
24 61 45 100 90 99 68 54 29 17 0 14 51 0 100 5 0 0 1 0 0
18 75 51 100 65 72 41 35 8 3 0 0 50 6 100 15 0 0 1 0 0
0 75 15 100 47 91 41 64 27 38 16 11 53 1 100 0 0 0 1 0 0
1 61 11 100 19 66 2 27 0 1 33 0 66 1 100 3 0 0 1 0 0
48 81 5 96 53 100 55 68 24 38 0 7 48 0 100 2 0 0 1 0 0
11 72 45 100 100 98 90 60 49 31 0 10 15 2 74 0 0 0 1 0 0
29 78 44 100 47 62 29 26 0 0 27 6 64 7 100 17 0 0 1 0 0
14 77 37 100 51 74 32 41 0 18 33 16 68 0 100 18 0 0 1 0 0
7 77 33 100 56 77 34 37 0 4 4 0 53 5 100 20 0 0 1 0 0
0 75 47 100 100 94 94 58 60 27 7 4 30 5 98 0 0 0 1 0 0
38 67 50 100 73 67 41 26 0 2 9 12 54 1 100 0 0 0 1 0 0
38 70 61 100 91 86 72 53 39 24 0 0 47 12 100 11 0 0 1 0 0
15 85 53 100 78 79 47 53 4 34 0 20 49 9 100 0 0 0 1 0 0
1 66 8 100 29 77 22 35 0 2 31 0 65 4 100 10 0 0 1 0 0
24 64 38 100 68 92 48 56 17 25 0 5 51 0 100 9 0 0 1 0 0
0 82 25 100 36 68 21 33 13 7 42 2 71 0 100 1 0 0 1 0 0
32 76 51 100 70 73 39 41 0 17 10 18 54 0 100 6 0 0 1 0 0
28 88 55 100 56 69 30 41 0 16 33 7 72 0 100 26 0 0 1 0 0
2 75 28 100 66 95 48 65 22 37 0 7 47 0 100 1 0 0 1 0 0
42 75 70 100 75 66 51 29 14 0 0 6 49 13 100 15 0 0 1 0 0
0 73 28 100 69 100 60 68 36 38 11 9 51 0 100 6 0 0 1 0 0
43 72 0 89 46 100 67 76 49 47 26 19 46 0 100 3 0 0 1 0 0
3 51 38 84 99 100 100 63 57 33 0 10 12 0 82 1 0 0 1 0 0
0 87 23 100 47 85 33 53 17 21 33 0 66 8 100 18 0 0 1 0 0
58 64 69 100 91 71 72 33 36 4 0 1 50 6 100 0 0 0 1 0 0
0 80 22 100 57 95 46 59 25 27 31 0 67 9 100 21 0 0 1 0 0
8 73 22 100 34 65 26 29 0 2 16 0 58 3 100 6 0 0 1 0 0
0 76 28 100 66 93 61 57 35 29 19 7 60 6 100 0 0 0 1 0 0
13 66 24 100 54 86 33 45 0 17 17 17 58 6 100 0 0 0 1 0 0
