
0 54 35 72 69 92 100 100 83 75 64 50 42 25 25 0 0 1 0 0 0
100 100 83 93 67 78 54 62 38 47 29 31 12 15 0 0 0 1 0 0 0
0 65 39 96 45 100 48 64 56 28 20 2 12 0 100 3 0 1 0 0 0
0 46 37 65 74 85 100 100 82 74 63 49 40 24 15 0 0 1 0 0 0
4 57 39 95 49 100 51 47 24 8 0 0 53 2 100 5 0 1 0 0 0
0 93 70 100 100 88 95 70 75 52 70 34 55 17 45 0 0 1 0 0 0
27 60 44 100 42 90 44 45 47 3 0 0 50 2 100 6 0 1 0 0 0
0 77 56 90 100 100 94 80 75 60 56 40 38 20 31 0 0 1 0 0 0
76 100 100 94 88 77 76 61 60 46 40 30 20 14 0 0 0 1 0 0 0
0 52 34 63 66 82 100 100 94 78 78 52 62 26 55 0 0 1 0 0 0
0 75 45 100 45 95 44 61 45 27 15 0 34 1 100 5 0 1 0 0 0
0 70 71 90 100 100 84 66 76 32 47 2 5 2 98 0 0 1 0 0 0
0 77 18 100 23 90 25 57 26 25 2 0 13 4 100 8 0 1 0 0 0
13 65 58 82 100 100 77 80 52 60 32 40 10 20 0 0 0 1 0 0 0
14 55 43 100 46 92 41 36 9 0 0 2 50 0 100 1 0 1 0 0 0
27 69 56 100 64 87 58 47 37 12 0 0 50 2 100 5 0 1 0 0 0
0 68 50 100 57 96 56 54 56 13 36 6 1 0 100 1 0 1 0 0 0
0 24 30 48 61 75 91 100 100 93 83 62 68 31 59 0 0 1 0 0 0
0 51 35 69 78 91 100 100 81 75 62 50 40 25 24 0 0 1 0 0 0
63 92 100 100 77 85 54 69 34 52 17 35 3 17 0 0 0 1 0 0 0
0 49 35 62 82 82 100 100 85 74 65 49 44 24 29 0 0 1 0 0 0
0 59 46 76 91 100 82 66 71 34 65 0 33 8 100 10 0 1 0 0 0
44 85 100 100 83 85 61 68 44 51 31 34 17 17 0 0 0 1 0 0 0
100 100 95 85 84 70 71 55 55 41 36 27 14 13 0 0 0 1 0 0 0
100 100 82 91 65 75 50 59 35 43 18 28 9 12 0 0 0 1 0 0 0
0 64 34 76 73 94 100 100 82 75 67 50 53 25 42 0 0 1 0 0 0
13 68 69 100 72 97 70 50 67 3 0 0 24 3 100 6 0 1 0 0 0
55 78 81 100 67 70 51 40 36 10 0 0 49 4 100 7 0 1 0 0 0
0 0 29 19 53 46 78 74 100 100 81 67 65 34 50 0 0 1 0 0 0
100 100 70 89 52 75 39 61 25 45 11 31 2 15 0 0 0 1 0 0 0
0 63 22 66 64 87 100 100 76 75 53 50 27 25 7 0 0 1 0 0 0
0 33 35 48 64 74 92 100 100 97 80 65 60 33 43 0 0 1 0 0 0
0 39 38 57 69 79 100 100 90 74 71 49 53 24 34 0 0 1 0 0 0
12 78 40 100 44 98 44 58 44 19 0 0 44 4 100 6 0 1 0 0 0
0 68 43 82 90 100 100 94 87 71 78 47 76 23 81 0 0 1 0 0 0
17 66 45 100 42 82 45 40 41 0 0 9 51 10 100 10 0 1 0 0 0
0 82 58 99 70 100 61 62 59 24 24 2 14 0 100 3 0 1 0 0 0
0 51 37 81 47 100 37 66 33 32 4 3 18 0 100 3 0 1 0 0 0
0 60 40 87 57 100 52 66 55 32 43 2 24 0 100 5 0 1 0 0 0
0 43 34 59 68 79 100 100 85 75 69 49 51 24 30 0 0 1 0 0 0
0 67 38 82 88 100 100 82 85 61 65 40 46 20 23 0 0 1 0 0 0
27 70 60 100 59 84 57 44 54 6 0 5 46 2 100 0 0 1 0 0 0
0 48 30 66 65 83 100 100 99 79 88 53 81 26 76 0 0 1 0 0 0
0 65 40 83 100 100 96 80 80 60 56 40 28 20 12 0 0 1 0 0 0
100 93 86 100 70 84 54 67 41 50 27 33 14 17 0 0 0 1 0 0 0
0 56 25 64 60 89 65 100 45 75 35 49 45 23 100 0 0 1 0 0 0
20 66 34 100 41 74 29 32 0 0 8 0 54 4 100 11 0 1 0 0 0
100 100 91 86 71 72 53 58 38 44 24 29 11 15 0 0 0 1 0 0 0
0 66 31 84 71 100 100 99 92 74 84 50 82 25 85 0 0 1 0 0 0
0 59 46 83 62 100 57 64 55 27 25 0 36 3 100 1 0 1 0 0 0
38 68 68 100 66 82 62 44 55 7 0 0 57 3 100 7 0 1 0 0 0
0 50 42 72 81 95 100 100 88 75 69 50 49 25 32 0 0 1 0 0 0
0 68 40 100 64 96 61 59 57 23 9 0 33 3 100 2 0 1 0 0 0
8 79 56 100 71 92 64 51 53 11 0 1 42 1 100 0 0 1 0 0 0
0 51 21 68 63 88 100 100 79 75 58 50 37 25 30 0 0 1 0 0 0
0 57 24 71 64 94 100 100 92 75 80 50 76 24 84 0 0 1 0 0 0
9 65 43 98 52 100 49 60 60 21 0 0 12 4 100 6 0 1 0 0 0
0 63 44 80 87 100 100 98 77 74 54 49 30 25 15 0 0 1 0 0 0
0 69 51 82 100 100 95 84 78 63 62 42 51 21 46 0 0 1 0 0 0
0 84 18 85 71 100 100 91 93 68 87 45 81 23 84 0 0 1 0 0 0
23 81 0 54 48 78 100 100 98 86 69 58 44 29 28 0 0 1 0 0 0
0 53 31 81 51 100 50 62 46 25 15 0 59 1 100 3 0 1 0 0 0
0 38 36 55 66 78 97 100 100 88 88 58 77 29 66 0 0 1 0 0 0
0 72 29 81 89 100 100 85 79 64 54 42 36 21 32 0 0 1 0 0 0
100 80 100 100 77 97 63 77 43 58 29 38 11 19 0 0 0 1 0 0 0
100 100 86 98 72 81 55 64 41 47 24 30 14 13 0 0 0 1 0 0 0
0 52 44 69 79 91 100 100 88 74 72 49 57 23 51 0 0 1 0 0 0
0 60 45 83 66 100 56 64 62 27 44 0 36 1 100 1 0 1 0 0 0
0 57 24 68 60 88 100 100 93 74 83 50 72 25 69 0 0 1 0 0 0
0 100 0 86 18 72 36 57 55 43 82 28 100 14 73 0 0 1 0 0 0
0 69 56 84 100 100 97 80 84 59 62 39 38 19 34 0 0 1 0 0 0
0 52 21 71 53 94 88 100 85 75 79 49 76 24 100 0 0 1 0 0 0
0 37 30 58 65 78 100 100 75 77 52 52 33 26 18 0 0 1 0 0 0
0 61 37 90 53 100 52 64 45 28 2 0 27 2 100 3 0 1 0 0 0
0 71 41 83 100 100 94 82 75 61 62 41 53 20 44 0 0 1 0 0 0
1 66 32 100 35 99 32 62 32 26 0 0 11 1 100 5 0 1 0 0 0
0 62 54 76 87 98 100 100 98 75 98 50 98 24 96 0 0 1 0 0 0
14 70 50 100 49 86 47 41 32 2 0 0 73 4 100 6 0 1 0 0 0
6 66 32 98 55 100 44 62 30 26 0 0 50 5 100 7 0 1 0 0 0
0 78 36 100 38 97 37 60 35 23 1 0 43 7 100 6 0 1 0 0 0
33 75 69 100 90 94 79 55 55 19 0 0 34 3 100 7 0 1 0 0 0
25 68 51 100 52 78 54 42 54 5 0 0 43 1 100 1 0 1 0 0 0
100 100 89 91 68 76 53 61 32 46 21 30 11 15 0 0 0 1 0 0 0
100 100 91 90 76 75 62 60 44 45 29 30 15 15 0 0 0 1 0 0 0
1 64 29 100 34 79 28 32 0 1 8 0 54 2 100 2 0 1 0 0 0
15 46 48 82 66 100 59 48 37 7 0 2 51 0 100 6 0 1 0 0 0
13 63 34 98 45 100 44 61 37 24 0 0 48 5 100 7 0 1 0 0 0
12 72 75 91 100 100 56 80 19 60 6 40 0 20 0 0 0 1 0 0 0
0 65 26 99 36 100 38 63 40 27 4 0 23 1 100 1 0 1 0 0 0
24 70 0 74 48 97 100 100 95 76 86 50 81 24 81 0 0 1 0 0 0
23 73 45 100 46 89 40 57 28 26 0 0 49 6 100 7 0 1 0 0 0
23 38 42 82 54 100 46 49 33 0 0 2 49 0 100 0 0 1 0 0 0
0 22 30 40 56 67 80 95 100 100 92 66 85 34 80 0 0 1 0 0 0
0 60 5 56 52 79 100 100 81 75 67 50 57 24 71 0 0 1 0 0 0
100 100 73 90 55 75 55 60 36 45 18 30 0 15 0 0 0 1 0 0 0
0 15 32 39 66 68 96 99 100 100 81 67 65 34 52 0 0 1 0 0 0
21 62 45 100 45 96 49 53 51 11 0 0 56 5 100 0 0 1 0 0 0
100 100 96 99 84 82 69 65 51 49 35 32 18 15 0 0 0 1 0 0 0
0 62 30 95 36 100 34 64 41 29 0 2 16 4 100 0 0 1 0 0 0
0 53 28 58 64 79 100 100 81 77 58 52 37 26 19 0 0 1 0 0 0
0 30 24 54 52 77 78 100 100 99 88 66 74 33 64 0 0 1 0 0 0
67 86 100 100 79 83 58 67 38 50 21 33 4 17 0 0 0 1 0 0 0
0 55 23 90 35 100 28 51 11 8 5 0 52 1 100 1 0 1 0 0 0
0 55 33 83 60 100 53 67 46 34 30 1 40 1 100 0 0 1 0 0 0
4 77 54 100 53 97 53 56 52 15 0 0 51 4 100 9 0 1 0 0 0
0 52 39 67 76 84 100 100 89 75 78 49 65 24 52 0 0 1 0 0 0
24 64 42 100 42 92 42 52 42 13 0 2 46 1 100 0 0 1 0 0 0
20 63 40 98 44 100 40 63 40 25 0 1 20 1 100 0 0 1 0 0 0
3 62 28 94 39 100 41 60 36 22 0 0 50 7 100 13 0 1 0 0 0
22 57 50 98 61 100 56 50 35 10 0 2 52 6 100 0 0 1 0 0 0
4 64 32 98 38 100 40 62 40 23 0 0 32 4 100 4 0 1 0 0 0
0 40 35 58 67 80 100 100 86 78 68 52 49 27 38 0 0 1 0 0 0
0 38 31 56 67 77 100 100 93 91 72 62 58 32 58 0 0 1 0 0 0
14 68 56 100 75 97 68 60 64 22 0 4 18 0 100 3 0 1 0 0 0
0 68 40 78 76 100 88 91 88 68 88 45 88 22 100 0 0 1 0 0 0
0 65 42 81 88 100 100 91 85 68 67 46 50 23 42 0 0 1 0 0 0
38 50 49 98 59 100 56 50 34 7 0 9 52 4 100 0 0 1 0 0 0
0 35 44 64 61 100 61 48 31 10 0 0 54 2 100 1 0 1 0 0 0
12 69 88 84 100 100 71 80 47 60 29 40 12 19 0 0 0 1 0 0 0
0 46 49 68 72 100 68 88 64 55 55 22 9 1 100 0 0 1 0 0 0
0 71 47 85 100 100 100 81 84 61 66 41 47 20 31 0 0 1 0 0 0
30 70 57 100 57 80 62 45 54 12 0 2 43 2 100 0 0 1 0 0 0
21 57 43 100 44 79 36 30 0 2 5 3 53 1 100 0 0 1 0 0 0
100 98 100 100 71 83 50 66 36 50 21 33 0 16 7 0 0 1 0 0 0
0 68 54 81 92 100 100 85 95 63 90 42 87 21 85 0 0 1 0 0 0
20 87 100 100 80 83 40 66 20 49 0 33 0 15 100 0 0 1 0 0 0
100 100 100 92 67 77 33 62 33 46 33 30 0 15 0 0 0 1 0 0 0
39 51 76 82 100 100 71 65 44 31 0 1 29 0 97 2 0 1 0 0 0
0 57 39 75 81 96 100 100 85 74 72 48 55 23 43 0 0 1 0 0 0
0 59 39 78 75 100 100 98 83 74 69 49 56 25 61 0 0 1 0 0 0
4 65 28 100 38 100 36 61 38 22 0 0 42 5 100 8 0 1 0 0 0
0 64 43 78 81 100 100 98 95 73 88 49 81 24 83 0 0 1 0 0 0
0 49 37 66 71 87 100 100 87 75 75 50 61 25 51 0 0 1 0 0 0
80 100 100 97 75 82 55 66 35 50 20 34 5 16 0 0 0 1 0 0 0
40 63 51 100 56 89 54 51 54 14 0 0 46 1 100 5 0 1 0 0 0
0 73 52 81 100 100 100 84 88 63 76 42 60 20 72 0 0 1 0 0 0
0 66 39 93 56 100 57 61 58 22 28 0 50 2 100 5 0 1 0 0 0
0 72 23 81 67 100 100 99 94 75 87 49 83 25 75 0 0 1 0 0 0
0 33 40 52 73 75 100 100 100 86 87 58 76 29 73 0 0 1 0 0 0
46 67 71 100 60 73 58 33 51 0 0 1 62 3 100 8 0 1 0 0 0
0 57 50 74 82 97 100 100 89 75 75 50 64 25 61 0 0 1 0 0 0
0 53 29 81 49 100 44 66 40 31 25 0 54 5 100 6 0 1 0 0 0
0 58 25 69 67 91 100 100 76 75 53 50 25 25 4 0 0 1 0 0 0
82 100 100 86 88 71 59 57 35 44 24 29 6 14 0 0 0 1 0 0 0
25 67 54 100 56 78 51 34 20 4 0 9 51 4 100 0 0 1 0 0 0
0 80 44 100 47 91 47 58 48 24 16 0 27 1 100 3 0 1 0 0 0
0 55 43 71 90 91 100 100 94 75 87 50 76 25 69 0 0 1 0 0 0
7 56 36 89 45 100 42 60 38 20 0 0 48 5 100 5 0 1 0 0 0
100 100 66 89 48 75 34 60 17 45 10 30 3 15 0 0 0 1 0 0 0
0 61 34 91 51 100 48 60 45 19 4 0 48 1 100 3 0 1 0 0 0
0 44 37 59 71 78 100 100 88 82 70 55 55 28 43 0 0 1 0 0 0
100 100 100 90 50 75 25 60 0 45 0 30 0 15 0 0 0 1 0 0 0
0 71 56 80 100 100 93 86 74 64 59 43 48 20 59 0 0 1 0 0 0
0 67 35 78 71 95 100 100 83 75 67 51 50 26 42 0 0 1 0 0 0
0 62 19 71 69 91 100 100 71 75 50 50 29 25 12 0 0 1 0 0 0
9 59 39 87 61 100 46 59 22 22 0 3 50 2 100 0 0 1 0 0 0
0 50 45 74 84 100 73 68 63 34 34 7 32 3 100 0 0 1 0 0 0
94 92 100 100 77 83 62 65 43 47 26 29 15 12 0 0 0 1 0 0 0
0 100 100 91 0 76 0 60 0 45 0 30 0 15 100 0 0 1 0 0 0
0 4 29 27 55 56 79 85 100 100 84 67 69 34 62 0 0 1 0 0 0
0 53 33 71 76 93 100 100 79 74 53 49 28 25 12 0 0 1 0 0 0
0 73 43 100 44 95 38 62 37 29 16 0 22 2 100 3 0 1 0 0 0
0 32 33 41 62 64 85 94 100 100 85 66 70 34 57 0 0 1 0 0 0
0 33 35 52 67 75 97 100 100 90 83 61 68 31 56 0 0 1 0 0 0
13 52 35 92 40 100 43 57 45 13 0 0 51 1 100 0 0 1 0 0 0
0 54 26 89 36 100 32 61 40 22 4 0 40 3 100 4 0 1 0 0 0
100 100 81 89 67 74 48 59 33 45 22 30 7 15 0 0 0 1 0 0 0
25 64 54 100 53 90 49 45 32 3 0 0 51 1 100 2 0 1 0 0 0
0 87 56 98 100 100 84 80 67 60 56 40 51 20 44 0 0 1 0 0 0
50 67 75 100 67 81 56 40 43 2 0 0 57 2 100 4 0 1 0 0 0
0 78 50 86 100 100 85 80 73 60 58 40 50 19 31 0 0 1 0 0 0
0 67 27 77 67 93 100 100 92 75 85 50 79 25 75 0 0 1 0 0 0
0 40 38 60 74 80 100 100 76 76 55 50 38 25 22 0 0 1 0 0 0
13 58 40 100 49 97 46 45 25 3 0 1 50 1 100 0 0 1 0 0 0
0 65 43 81 84 100 100 92 90 69 80 46 73 22 53 0 0 1 0 0 0
86 93 100 100 64 84 39 67 22 51 8 34 0 17 0 0 0 1 0 0 0
4 62 25 76 76 97 100 100 75 74 47 49 18 23 0 0 0 1 0 0 0
0 72 49 84 98 100 100 80 93 60 88 39 76 20 59 0 0 1 0 0 0
0 53 39 81 46 100 48 66 47 31 24 0 36 5 100 7 0 1 0 0 0
83 100 100 91 78 76 61 61 44 45 28 30 11 15 0 0 0 1 0 0 0
20 62 39 98 44 100 37 62 41 24 0 0 30 0 100 0 0 1 0 0 0
0 55 32 91 39 100 36 47 19 0 1 7 50 7 100 8 0 1 0 0 0
0 64 15 76 63 97 100 100 85 74 74 49 67 23 89 0 0 1 0 0 0
0 68 17 84 81 100 100 81 86 60 72 40 58 20 50 0 0 1 0 0 0
33 66 53 100 53 91 58 53 51 17 0 0 35 3 100 6 0 1 0 0 0
100 100 93 85 67 72 47 58 27 42 7 28 0 14 13 0 0 1 0 0 0
0 61 29 92 46 100 48 62 43 24 4 0 45 6 100 8 0 1 0 0 0
8 66 26 100 38 89 37 48 28 9 0 0 49 5 100 7 0 1 0 0 0
7 70 36 100 55 98 48 61 44 24 0 0 35 6 100 5 0 1 0 0 0
16 69 51 100 60 91 56 54 60 17 0 4 29 0 100 2 0 1 0 0 0
0 55 34 87 53 100 49 63 47 26 12 0 34 5 100 5 0 1 0 0 0
0 35 37 50 73 74 100 100 90 81 77 53 63 26 61 0 0 1 0 0 0
0 60 39 74 73 91 100 100 80 75 67 51 51 25 39 0 0 1 0 0 0
16 70 39 75 80 100 62 68 53 36 50 6 0 0 100 3 0 1 0 0 0
10 66 30 100 39 90 45 54 41 17 0 0 43 4 100 3 0 1 0 0 0
100 100 70 89 55 74 39 60 21 45 9 30 0 15 0 0 0 1 0 0 0
36 70 68 100 67 89 57 49 36 13 0 0 50 5 100 8 0 1 0 0 0
9 57 38 96 51 100 46 52 36 5 0 0 51 0 100 2 0 1 0 0 0
0 82 52 100 71 100 63 64 61 29 36 2 21 0 100 5 0 1 0 0 0
0 45 35 62 67 82 100 100 91 74 74 50 56 24 38 0 0 1 0 0 0
0 72 32 100 45 99 42 68 39 37 20 7 26 2 100 0 0 1 0 0 0
0 25 35 48 64 75 97 100 100 88 81 59 61 29 43 0 0 1 0 0 0
0 76 44 84 100 100 81 80 64 60 42 40 28 20 8 0 0 1 0 0 0
100 100 76 87 64 72 50 58 38 44 24 29 12 14 0 0 0 1 0 0 0
0 67 42 98 63 100 53 63 48 27 10 1 15 0 100 0 0 1 0 0 0
33 63 52 100 46 80 41 39 29 0 0 1 49 2 100 0 0 1 0 0 0
0 74 16 80 57 96 100 100 86 75 66 50 47 25 39 0 0 1 0 0 0
0 66 19 75 62 99 100 100 88 75 69 50 58 25 58 0 0 1 0 0 0
0 46 33 63 66 82 100 100 84 75 64 51 46 25 29 0 0 1 0 0 0
100 100 76 91 59 76 41 61 24 46 12 30 0 15 0 0 0 1 0 0 0
0 36 32 57 65 78 100 100 83 77 60 52 40 26 21 0 0 1 0 0 0
0 34 39 52 74 75 100 100 92 83 77 55 62 28 52 0 0 1 0 0 0
100 100 81 85 65 72 47 58 33 44 16 29 9 15 0 0 0 1 0 0 0
21 64 50 100 52 98 52 57 52 17 0 0 31 2 100 0 0 1 0 0 0
74 100 100 96 78 80 52 64 30 48 13 32 4 16 0 0 0 1 0 0 0
60 83 100 100 93 91 60 73 40 55 20 36 7 18 0 0 0 1 0 0 0
0 78 40 82 69 100 61 69 62 37 66 6 18 0 100 5 0 1 0 0 0
0 42 32 61 65 81 100 100 92 76 74 51 56 25 40 0 0 1 0 0 0
0 61 28 82 48 100 50 62 46 25 9 0 48 2 100 4 0 1 0 0 0
100 100 84 90 60 75 40 60 20 44 8 29 0 14 4 0 0 1 0 0 0
0 44 33 59 66 80 100 100 96 82 77 54 59 28 44 0 0 1 0 0 0
0 53 38 69 77 89 100 100 86 75 73 49 58 24 60 0 0 1 0 0 0
25 67 52 100 58 92 55 46 33 7 0 0 50 2 100 3 0 1 0 0 0
100 100 67 93 47 77 27 62 13 46 0 30 0 14 0 0 0 1 0 0 0
0 68 31 77 81 100 94 96 88 71 81 48 81 24 100 0 0 1 0 0 0
0 38 32 56 66 78 99 100 100 91 81 60 62 31 46 0 0 1 0 0 0
4 61 26 97 38 100 28 60 16 21 0 2 49 2 100 0 0 1 0 0 0
100 100 83 86 70 71 53 57 37 43 20 29 7 14 0 0 0 1 0 0 0
3 67 43 91 57 100 49 63 36 27 0 0 43 4 100 5 0 1 0 0 0
0 60 20 68 59 85 100 100 86 76 67 50 49 26 39 0 0 1 0 0 0
94 100 100 100 94 84 82 66 65 49 41 33 18 16 0 0 0 1 0 0 0
100 88 100 100 83 83 65 66 46 50 28 33 11 17 0 0 0 1 0 0 0
0 67 21 68 64 86 100 100 82 75 65 50 48 25 33 0 0 1 0 0 0
100 93 90 100 70 83 60 67 40 50 30 33 10 17 0 0 0 1 0 0 0
0 60 31 70 64 88 100 100 90 75 79 50 73 25 70 0 0 1 0 0 0
0 71 39 81 77 100 100 92 86 69 70 47 54 24 45 0 0 1 0 0 0
0 67 44 83 93 100 100 92 83 70 68 46 66 23 73 0 0 1 0 0 0
0 27 30 45 58 70 85 96 100 100 84 67 69 34 58 0 0 1 0 0 0
13 82 53 90 100 100 85 79 66 59 47 39 25 19 0 0 0 1 0 0 0
0 44 31 59 67 79 100 100 93 79 76 54 69 26 71 0 0 1 0 0 0
29 62 52 100 50 95 52 54 52 12 0 0 45 4 100 5 0 1 0 0 0
23 64 39 100 42 93 41 54 41 15 0 0 49 2 100 1 0 1 0 0 0
0 67 42 81 94 100 100 86 77 64 61 42 45 21 52 0 0 1 0 0 0
50 85 100 100 96 90 67 73 46 55 21 36 0 18 0 0 0 1 0 0 0
23 71 64 100 68 88 58 52 59 16 0 5 28 0 100 4 0 1 0 0 0
24 65 42 100 42 86 43 45 44 6 0 0 50 4 100 7 0 1 0 0 0
100 100 95 94 79 78 62 62 48 46 29 31 14 16 0 0 0 1 0 0 0
0 73 33 81 89 100 100 85 92 63 78 41 58 20 28 0 0 1 0 0 0
0 69 43 96 59 100 51 60 46 20 13 0 42 6 100 10 0 1 0 0 0
100 100 73 86 58 72 42 58 23 43 12 29 4 14 0 0 0 1 0 0 0
53 62 70 73 77 100 70 75 63 48 35 22 0 5 100 0 0 1 0 0 0
13 54 44 89 54 100 52 53 45 7 0 0 49 0 100 5 0 1 0 0 0
0 49 52 62 95 82 100 100 84 75 71 50 59 25 57 0 0 1 0 0 0
3 60 17 100 23 84 24 40 8 3 0 0 50 5 100 11 0 1 0 0 0
46 85 100 100 97 85 73 68 51 51 35 33 16 16 0 0 0 1 0 0 0
7 56 33 100 46 97 39 43 5 11 0 7 49 2 100 0 0 1 0 0 0
0 58 9 58 54 79 99 100 100 84 81 56 63 28 49 0 0 1 0 0 0
0 65 20 81 65 100 100 98 89 74 76 50 65 24 63 0 0 1 0 0 0
31 60 62 88 92 100 85 70 88 40 88 10 0 0 100 4 0 1 0 0 0
0 68 57 96 82 100 70 59 65 18 18 3 19 0 100 2 0 1 0 0 0
0 32 25 56 59 79 100 100 74 77 48 52 25 27 14 0 0 1 0 0 0
17 61 43 100 47 92 51 48 57 3 0 2 42 3 100 0 0 1 0 0 0
0 50 51 73 85 100 75 67 53 36 15 8 25 2 100 0 0 1 0 0 0
0 65 42 92 72 100 61 62 57 24 25 1 41 4 100 0 0 1 0 0 0
0 53 32 70 41 100 41 76 41 47 32 17 32 1 100 0 0 1 0 0 0
0 62 33 90 46 100 48 64 55 27 30 5 44 0 100 5 0 1 0 0 0
0 43 36 59 70 78 100 100 79 76 56 51 32 26 10 0 0 1 0 0 0
0 40 29 57 65 78 100 100 93 80 74 53 55 26 38 0 0 1 0 0 0
7 64 39 98 47 100 47 59 44 18 0 0 37 4 100 4 0 1 0 0 0
100 100 84 97 71 81 57 65 43 49 29 32 14 16 0 0 0 1 0 0 0
8 49 60 72 100 100 75 74 48 45 29 15 0 0 88 1 0 1 0 0 0
100 100 87 86 60 71 40 57 20 43 20 29 13 14 0 0 0 1 0 0 0
0 36 39 49 72 74 100 100 97 87 84 58 71 28 73 0 0 1 0 0 0
0 59 33 67 67 92 88 100 71 75 67 50 67 23 100 0 0 1 0 0 0
0 49 25 58 62 79 100 100 96 79 81 53 67 26 58 0 0 1 0 0 0
100 100 86 86 72 71 58 57 42 43 25 28 8 14 0 0 0 1 0 0 0
100 100 57 88 38 72 19 58 5 44 0 29 0 14 5 0 0 1 0 0 0
0 76 32 90 43 100 45 66 43 32 26 0 45 1 100 0 0 1 0 0 0
0 26 31 43 61 67 91 94 100 100 84 67 68 34 56 0 0 1 0 0 0
0 77 35 100 47 95 44 61 38 27 0 0 36 3 100 5 0 1 0 0 0
14 71 72 93 100 100 77 71 53 43 28 16 0 0 91 2 0 1 0 0 0
3 71 38 100 45 92 42 56 38 20 0 1 32 0 100 3 0 1 0 0 0
100 100 80 87 61 73 43 59 30 45 16 30 5 15 0 0 0 1 0 0 0
